COUNTRY,Counts,dist_to_country_min,dist_to_country_max,dist_spread,variance,avg_pairwise,maxmin_pairwise,std_pairwise,median_pairwise,trans_avg_pairwise,trans_maxmin_pairwise,trans_quantile_pairwise,trans_std_pairwise,trans_median_pairwise,top5_cum_variance,num_cluster,cluster_ratio,GDP per person employed (constant 2005-2023 PPP $),eco_feature1,Sigmoid GDP per person employed (constant 2005-2023 PPP $),personality_index,Color_Flag,Annotation
Syria,259,0.0044829647657045,0.0734184457886222,0.0689354810229176,51.41304936285399,0.0393472270096387,0.2013572809561092,0.0201177816934048,0.0349160611781362,0.2981391413532341,6.751306250362319,1.602002985345127,0.4903809176926991,0.2980796205574089,0.6648315844189465,7.0,2.785314852758765,18993.47219,9.851850630167876,1.0,0.2980796205574089,No,
Bosnia and Herzegovina,257,0.0032066463004503,0.1191935875968984,0.1159869412964481,58.7196979918595,0.0430628829044789,0.2112645062744036,0.0241958737524397,0.0375323006012635,0.3044075675283113,4.519294794160055,1.7295934919749485,0.5304416365447833,0.3046408962986752,0.6980790847085945,3.0,1.8977431242582727,47470.47978,10.767863318509246,1.0,0.3046408962986752,No,
Bahamas,233,0.0,0.860208614386544,0.860208614386544,101.52326150445968,0.0821620384474572,0.999837848868489,0.1478696634755208,0.0383312488234597,0.3219591029467425,8.726981747060961,3.4807674960595327,0.8935275602645608,0.3066083463082935,0.8170732754822206,3.0,1.9242532566368216,64631.45698,11.07645652140374,1.0,0.3066083463082935,No,
Cyprus,213,0.0035717254978396,0.6432103035696537,0.639638578071814,56.893540782649694,0.0422166202730369,0.7488298989309996,0.0638483504514225,0.0321988033243411,0.2932075067620662,5.572830786501262,1.6614520543893243,0.5721034636410915,0.2910508281357415,0.7100766972672009,4.0,2.11195262117584,65121.28848,11.084006786721464,1.0,0.2910508281357415,No,
Myanmar,198,0.0031300485401087,0.5854809595791469,0.5823509110390381,52.39774813213486,0.0409814318006385,0.6973257840266492,0.0612612482618778,0.0305978292847708,0.2878532068449957,5.886818567417547,1.886279101583492,0.6329242644984948,0.2867937601129182,0.7128818646368558,5.0,2.496059376491688,10199.52771,9.230096695259173,1.0,0.2867937601129182,No,
Sri Lanka,195,0.0038182887117544,0.0470938837645449,0.0432755950527904,49.84463937621832,0.0361168287578285,0.1440113742991864,0.0184914819772874,0.0321913464943747,0.2901982310800509,3.9394913138641097,1.670655536857811,0.5070509344946914,0.2910312093011549,0.6716692542494715,6.0,2.79879025433152,31438.34058,10.35578346461585,1.0,0.2910312093011549,No,
Kuwait,183,0.0040070133695226,0.0720371613339393,0.0680301479644166,53.76787870043047,0.0371988724134223,0.1975267945432599,0.0205338254678393,0.0322196515007336,0.2915709533775885,4.59836864270465,1.7513268024773727,0.5289372418241146,0.2911056693779192,0.6979551130419697,3.0,1.8245260318257828,111817.8035,11.624626071211173,1.0,0.2911056693779192,No,
Iraq,165,0.0,0.7405198527876963,0.7405198527876963,78.29601182815468,0.0513450293084951,0.8526320303661926,0.0851203861391725,0.0373684767263545,0.3044758912130278,5.9237074882844345,1.884592839485312,0.6555312480342074,0.3042354628328479,0.7770969494566947,3.0,1.8154178816088191,57513.13265,10.959768594620567,1.0,0.3042354628328479,No,
Guatemala,165,0.0036157397718922,0.0858919359282621,0.0822761961563699,50.07838031319911,0.0391301732432686,0.2059959713474701,0.0218556816633276,0.0341099305403099,0.2957152758289642,3.7828155611771095,1.7441761453820877,0.5332752038773106,0.296018545918997,0.6618632563578218,4.0,2.098530767153499,28879.96931,10.270903530333067,1.0,0.296018545918997,No,
North Macedonia,160,0.0,0.2818199632532187,0.2818199632532187,67.53907637165703,0.0448981066364514,0.3746433815814021,0.036844320219245,0.0366898735611315,0.304105124995465,4.8517197235253295,1.7807489274320742,0.573102046132689,0.3025485644163082,0.7380548842685539,7.0,2.91042337397547,56347.33583,10.939290239379519,1.0,0.3025485644163082,No,
Tunisia,160,0.0035565617759995,0.068638806746234,0.0650822449702345,55.16967377594312,0.0388173685378831,0.1760664736304945,0.0200304021938296,0.0344419411705443,0.2963698733761088,3.950222240556105,1.662609288087884,0.5068391094069877,0.2968697838567398,0.7050626466617369,6.0,2.908110765530752,40618.12596,10.611969698176434,1.0,0.2968697838567398,No,
Azerbaijan,146,0.0,0.8612126323703848,0.8612126323703848,109.58411938938256,0.1049400388766522,1.0,0.2107298726673296,0.0379554093371978,0.3241277317467105,5.583513495800497,4.044462016574128,1.027590743412863,0.3056911220156362,0.8512192938603362,4.0,2.542795659279367,40801.23572,10.616467647188506,1.0,0.3056911220156362,No,
Ghana,141,0.0028580874210581,0.086338127932284,0.0834800405112258,55.22584046572595,0.0364435600750869,0.1982859129470995,0.0213946540550321,0.031543523772714,0.2887639232287139,8.319224466066386,1.805483763554516,0.554460984892432,0.2893194557791298,0.7284458356531025,4.0,2.1345825768891418,13022.9659,9.474469685519985,1.0,0.2893194557791298,No,
Bahrain,138,0.0,0.8341598348164796,0.8341598348164796,107.67231943628892,0.0931217678355999,0.999526171466415,0.1885674855243617,0.0361960424154935,0.3187321220457757,7.654665045205679,3.9813526615951615,0.9793364444647696,0.3013132292661393,0.8503929866914316,5.0,2.5951596431627757,94970.37677,11.461320298481946,1.0,0.3013132292661393,No,
Qatar,136,0.0050185912712064,0.0721679853166472,0.0671493940454408,47.901087768440696,0.0372912391017932,0.1627459264982012,0.0203991299383089,0.0330709691244422,0.2908834431207114,8.607766279489608,1.7495363411543423,0.5889859577086575,0.2933325986797336,0.7098894615206368,2.0,1.461704785741356,156137.129,11.958489932160543,1.0,0.2933325986797336,No,
