COUNTRY,Counts,dist_to_country_min,dist_to_country_max,dist_spread,variance,avg_pairwise,maxmin_pairwise,std_pairwise,median_pairwise,trans_avg_pairwise,trans_maxmin_pairwise,trans_quantile_pairwise,trans_std_pairwise,trans_median_pairwise,top5_cum_variance,num_cluster,cluster_ratio
Portugal,1947,0.0,0.8400494703802599,0.8400494703802599,57.51400544964331,0.04042403753066669,0.9519031413317455,0.03862935702682704,0.03337483158388055,0.29428554655520867,11.139929914889077,1.8642046093972446,0.5843073448342503,0.2941216948264397,0.7216866645707938,3.0,1.939735262045669
Spain,1924,0.0,0.6767941513617967,0.6767941513617967,58.298544504293645,0.04281838900982752,0.9999856337864877,0.03754421824591302,0.035609275054123535,0.30076829405924416,11.150631392090817,1.7952248773198654,0.5597749586319408,0.2998366663899876,0.6959519384754155,6.0,2.7016422512708163
Greece,1838,0.0,0.4017177819193313,0.4017177819193313,53.26183489210347,0.039310274604082325,0.5350861302968428,0.024518220916127317,0.03415808830477873,0.29616713108595016,7.227262259232811,1.706638185123365,0.5226279384490438,0.2961422255962411,0.6636341303647986,7.0,2.7098304867373257
Belgium,1667,0.0,0.8176360320652114,0.8176360320652114,56.90560324785731,0.04342357600994074,0.9993693065642365,0.04367425792702534,0.036187146693008376,0.3018683458510387,7.368690652207564,1.731192985107028,0.548309249486001,0.3012909152497942,0.6870097961965014,5.0,2.3943754011423013
Russian Federation,1577,0.0,0.812074371319697,0.812074371319697,59.74925621315559,0.04696114045644702,0.9999484202031749,0.04443611138331074,0.03913977923883338,0.3090440087278221,9.872380496543073,1.7895336743289705,0.560745358775573,0.30858331044733395,0.6969121998472523,6.0,2.5625840632392323
Israel,1368,0.0,0.33928732287374563,0.33928732287374563,62.01673750690391,0.04222556429669964,0.48574990787278527,0.0298441960924241,0.03559498890482038,0.3003952268404467,10.46331319025089,1.7965089304638342,0.5579299390497242,0.2998005955366995,0.7131927345400287,5.0,2.4087272044215657
Croatia,1256,0.0,0.08608194464316987,0.08608194464316987,54.649902269391966,0.0407066738273055,0.2126873897395425,0.021674962337408107,0.035881774011052026,0.3000035645033229,5.487119169321695,1.710202786301183,0.5189647923122062,0.30052359021948694,0.6864808956600228,7.0,3.040733796841682
Serbia,1225,0.002813615995662877,0.5647299054243822,0.5619162894287193,55.394035131522834,0.041981973388567975,0.6992817817304378,0.0329544960181908,0.03556353224015274,0.29881091247290575,8.096081861883336,1.8833887022054925,0.58292474509727,0.29972115070203637,0.699865742656454,6.0,2.786078293636054
Chile,1164,0.0,0.15222974804624634,0.15222974804624634,50.38482710146156,0.036302493597996366,0.2604974822154653,0.02760187336334598,0.028434943295009063,0.27910070369931816,9.866352487613378,2.4262826320664015,0.747408565740715,0.28088810699490757,0.734074886760208,4.0,2.5838986363856535
Argentina,1107,0.0,0.49920613660706536,0.49920613660706536,61.17224909050615,0.044924611512263006,0.6866460722334035,0.03703716339302369,0.037719416539552575,0.30573962079659,7.9518888981039515,1.7459210698931336,0.5490036472553942,0.30510312842461856,0.6972700856421031,3.0,2.0548248561708284
Japan,1106,0.0,0.42011369120378206,0.42011369120378206,52.266670860463975,0.04087726502237211,0.5513833593184787,0.028354541588434302,0.03495319280567516,0.29810758077359406,9.53294300337677,1.7866267868859498,0.5510760746792832,0.29817408972847953,0.6775321419643375,7.0,2.7024634872031266
Austria,1068,0.0,0.854574171205208,0.854574171205208,67.9775606140554,0.054175351362769346,0.999837848868489,0.07836674394963435,0.04010666813674174,0.3139710532379164,8.726981747060961,1.8144998558948289,0.6176965102418273,0.3109247124978133,0.7238525938352444,3.0,1.8363332198366737
Switzerland,1064,0.0,0.102961049599822,0.102961049599822,54.976846336347336,0.04128534902563172,0.24426494751394678,0.02291236637896896,0.03576101918477681,0.3006682297232368,8.78476171433713,1.7430260857480793,0.5281548319039677,0.30021944584916016,0.673707292626238,7.0,2.917110447163987
Afghanistan,959,0.0,0.8643286516262629,0.8643286516262629,67.83941435125823,0.05490853898083278,1.0,0.09510711511098244,0.03773199035250174,0.30873276081589784,10.96101431558603,1.8617482214936336,0.658081039210912,0.3051343139744259,0.7252837689403542,5.0,2.3975657081715305
Albania,890,0.0,0.8368697682785977,0.8368697682785977,71.90794405195167,0.05526250750847975,1.0,0.09950261805853804,0.0357194988270183,0.3052114608105649,11.08240348844517,1.9145470500852415,0.6967119411506207,0.3001147918405754,0.7538857222640325,6.0,2.6314403805477222
Egypt,864,0.0033376811533307738,0.6349056152409771,0.6315679340876463,60.33365929410043,0.04223184879741805,0.744860497716675,0.043104196551020456,0.03457083561498292,0.298011631638739,8.824938606873024,1.7582995216499544,0.5661185357321454,0.29719945694792643,0.7128348157229512,3.0,1.8445472692977096
Trinidad and Tobago,831,0.0,0.4957768671680931,0.4957768671680931,50.22833417612173,0.035857630819561184,0.6216459040517671,0.030355591642711715,0.030415117983479956,0.2867783010197345,6.735870803438092,1.6944203016922406,0.5322553642065072,0.28630198253044625,0.679100498179393,7.0,2.7781194163343077
Bulgaria,828,0.0,0.46839616490031843,0.46839616490031843,56.839763645105684,0.042156474602873716,0.6202274114625786,0.03206772101029411,0.03576190907194632,0.30043402921535306,8.523494872965562,1.7704663026013954,0.549936325764099,0.30022168870071575,0.6936072710580065,6.0,2.7195540896329446
Latvia,811,0.0026838834659795863,0.12352532026936736,0.12084143680338777,45.321239150885184,0.03604844459824002,0.2644071469809508,0.021202756194357804,0.031062244225785685,0.2881178865203296,5.455235863951078,1.7824872705556198,0.5428351776697036,0.2880381603636822,0.6617012179869718,5.0,2.537167927146383
Lithuania,799,0.004233039311493991,0.08312700484559754,0.07889396553410355,53.572229159428495,0.04084098086535698,0.20512055344957147,0.021077128161836555,0.03627173597707212,0.3010385590709562,5.35726673155745,1.649985509683093,0.5022005631762482,0.3015030108206977,0.6829033539883373,6.0,2.5841120463056324
Iran,782,0.0,0.7061942435230744,0.7061942435230744,63.545595465413676,0.0433731643136669,0.9999749065927267,0.05547095787457436,0.03388754637262448,0.2970860807204282,10.592905404761478,1.8417690341839763,0.5976545608629975,0.2954464875242873,0.7365720123416138,5.0,2.463331459532954
Kenya,748,0.0019288859833671568,0.6146050451299219,0.6126761591465547,54.23327048884768,0.03715534811054589,0.7270498549749879,0.037924786047974016,0.03026816035890645,0.28523373611212155,6.664860764767524,1.9990734326190105,0.6237138353907281,0.28590552120292256,0.712230794048972,7.0,2.9541783744658234
United Arab Emirate,734,0.0,0.2254294550855509,0.2254294550855509,55.677030451583505,0.039207196322362095,0.3219733415664835,0.02403916798025279,0.033696347118875036,0.2951254758557623,5.28862919364361,1.7696116378874058,0.5421041544871912,0.29495341999092717,0.6916540952413655,6.0,2.6328040850649517
Saudi Arabia,707,0.0,0.6976464182940243,0.6976464182940243,54.5978560947182,0.0398501680540239,0.999667413554521,0.05574196809791271,0.030887194732764356,0.289040184656466,8.008610745256101,1.827188475846051,0.594236715738964,0.287570049939756,0.7028719532788917,5.0,2.439903121915481
Hungary,691,0.0,0.11035321489747019,0.11035321489747019,63.0095219876771,0.046056391306026595,0.28709726034439464,0.02558354867831574,0.04023174689258491,0.3106946252350021,10.134451960674948,1.7607048429285275,0.5348932406896214,0.3112260282194409,0.702073281628674,6.0,2.687278121089495
Taiwan,685,0.0,0.06950097570102265,0.06950097570102265,46.2165507943517,0.03311902836583709,0.22355452663504793,0.01867796407750765,0.028621925046237118,0.28173507811825355,9.86285585314134,1.7558597593093959,0.5340166926256815,0.2814061786383223,0.6835726685047548,7.0,2.756747901137121
Ukraine,682,0.0,0.0966907635961538,0.0966907635961538,55.73614459368712,0.040299514844896855,0.26749308655485415,0.02253902143509227,0.035186758145617114,0.2981275447766794,6.0467008673833496,1.7714721705764047,0.539685392190668,0.29876739422582443,0.687458572731582,6.0,2.699536217636264
Nigeria,682,0.0,0.8445821971748182,0.8445821971748182,51.835788639627594,0.038058184340006185,0.9556471107641968,0.059552685642923736,0.029263286997173066,0.28441709987799785,8.803247047268263,1.8014235723484933,0.5943211179988239,0.28317208388666026,0.7019868762374147,7.0,2.7613384893369752
Colombia,646,0.0,0.40443503709888773,0.40443503709888773,61.6384515792985,0.04243257026826383,0.5304294458765848,0.03775792584886396,0.034089456720005185,0.29685228082577436,8.43048126948364,1.9689383072898057,0.6166795885958918,0.2959659430920169,0.7406252224664711,4.0,2.260190266618988
Czech Republic,622,0.004315273070828574,0.08601718702873296,0.08170191395790438,56.76604429902683,0.04506483345444658,0.26404981279076134,0.024515649387396095,0.039318166476568495,0.30905375277418157,7.505784931104359,1.7213184477504457,0.5261493989310156,0.3090169334418142,0.6893863264604342,5.0,2.410262020244964
Lebanon,619,0.002203290893172505,0.09259578171251204,0.09039249081933953,49.90029827978113,0.03609646633551258,0.19477650489841225,0.019946421427496377,0.03129952053474738,0.2890870752334856,4.870525155017312,1.7330841755651383,0.5262863226797668,0.2886708942575766,0.6669762209638902,6.0,2.5540985776428555
Bangladesh,615,0.0,0.8319110103030642,0.8319110103030642,54.812676027488436,0.03913201478631824,0.999752402472674,0.062359914975164916,0.029676788072941385,0.2854663039199361,8.303706003770948,1.8533681013484027,0.6113190712157307,0.2843017054703379,0.7057756164745174,7.0,2.85793295700521
Puerto Rico,606,0.0,0.07763409840662239,0.07763409840662239,55.38789485814816,0.03773855599818721,0.21797070404833707,0.019724523763983693,0.03346115677926609,0.29375544712615687,6.617756279831381,1.6774248297035221,0.5091799138067093,0.294345330788904,0.6903800582723721,3.0,1.8628818040966817
Algeria,573,0.0,0.6824085707723297,0.6824085707723297,73.8391222991945,0.05391072293907651,0.9195624983996986,0.07865560875546465,0.037408238116119596,0.30921963015962944,7.428795247814058,1.8631239979082204,0.6549871376154942,0.304333928634016,0.7564019203870949,5.0,2.369010446564776
Estonia,533,0.003167353589889066,0.1750639460478326,0.17189659245794353,53.20215368134441,0.04186101536743497,0.3453468667304942,0.024735109696634783,0.036093814551322545,0.30106560166547686,5.600319204418511,1.7838982411264404,0.5438506170161872,0.30105666943583237,0.6863089613756066,5.0,2.4894855921453938
Slovenia,511,0.004215864044712414,0.06488600207322082,0.0606701380285084,51.031557084442106,0.03864927700585884,0.21921662235417128,0.02028481671422845,0.03412819314820792,0.2959364749055412,4.781521277750899,1.6617684435382691,0.5048789196419947,0.29606545666923834,0.6679994210256897,4.0,2.181484691025979
Slovakia,505,0.005045903415920372,0.11530851978444823,0.11026261636852785,56.483557198181714,0.04516352513308784,0.28932776718208253,0.026269649369611462,0.03871314071203136,0.3083007805424781,6.193097160329838,1.7740341530414083,0.539956206441478,0.30754315557345663,0.6891879813673255,8.0,3.039632467002156
Venezuela,480,0.004079836864324116,0.11403218921640912,0.109952352352085,52.65733060076647,0.0376170634640917,0.274458793054129,0.02239412138293703,0.03224735077465246,0.29114310530574494,4.585390610167652,1.8270901314916062,0.5572546695084915,0.29117850954171753,0.697409700920351,6.0,2.5559265005943774
Peru,440,0.0023547299799525634,0.7866220676606652,0.7842673376807127,64.48553585634731,0.05129113341755493,0.9995276895645386,0.09913005296966516,0.031184463812027496,0.2941652241241013,7.6578740863214,1.9983560134775002,0.7220481930084214,0.2883643322648422,0.7661001478823343,6.0,2.7320247149769585
Iceland,376,0.0,0.6236896200840052,0.6236896200840052,56.41506568563173,0.04190239159870671,0.7281952331576759,0.04804424672306516,0.03476340216954321,0.2978836642622531,6.03694416520874,1.6502813780405328,0.5387833498529059,0.2976908028523977,0.7035628697027048,9.0,3.3818970295737394
Malta,336,0.003409043063730355,0.06722600546940771,0.06381696240567736,54.90104336815446,0.039095322014374656,0.19320326761111872,0.02094166884816027,0.03437199661531498,0.29646619500978244,4.859091650638522,1.700499614394524,0.5163549149135562,0.2966907325134731,0.6837721715798981,6.0,2.513096869893625
Ecuador,314,0.0030826151669008928,0.10157505482707507,0.09849243966017418,51.006088489643666,0.03696989956180505,0.20598013738033127,0.021520648673775632,0.03179095791582953,0.29007246181482715,5.469930006694758,1.7958846836871998,0.5486228018628462,0.2899749815818761,0.6704811851250454,8.0,3.116161510002523
