COUNTRY,Counts,dist_to_country_min,dist_to_country_max,dist_spread,variance,avg_pairwise,maxmin_pairwise,std_pairwise,median_pairwise,trans_avg_pairwise,trans_maxmin_pairwise,trans_quantile_pairwise,trans_std_pairwise,trans_median_pairwise,top5_cum_variance,num_cluster,cluster_ratio
Columbia,306,0.003004379650622835,0.5491924169335645,0.5461880372829416,51.00313531353135,0.038492854019753706,0.6655714525280929,0.04675419745455273,0.030357794780962788,0.286923138896291,7.034608021099126,1.8734473112698335,0.6071143180558496,0.2861474340313664,0.6924023170222898,3.0,2.209528559756036
Dominican Republic,304,0.002743838406592203,0.07060673759242042,0.06786289918582822,47.93392607760988,0.036001740854499864,0.1738029352641851,0.019343151423264742,0.03149358603366137,0.2893880715518874,4.845682510299666,1.7018541260102116,0.5153722326970938,0.28918689382986346,0.6621046240131981,3.0,1.8465972153331243
Costa Rica,292,0.0029299311162224173,0.11262127651114762,0.1096913453949252,53.06939115123019,0.040693909194893074,0.21885831777600362,0.02327519448987917,0.035334955704804716,0.29880299690271156,4.238700506845531,1.7755992733627721,0.540314566096491,0.2991430247771169,0.685477046287649,7.0,2.8551741826612655
Jamaica,287,0.0,0.0647080988519595,0.0647080988519595,52.183780508619215,0.03592812490277389,0.1700763532463161,0.01864143942611028,0.031916799757103265,0.2895970461594819,4.407683447288193,1.6780509093168208,0.5100410919011698,0.2903075508897834,0.6821392509659947,3.0,1.9370871296784322
Nepal,283,0.003547778384658473,0.06769802539443581,0.06415024700977734,50.99620084052198,0.03345920371023076,0.15255173675372724,0.017550571274672667,0.02952435632971473,0.2838061596284427,4.697811086696031,1.661895114603713,0.5052102007407153,0.28388608221849343,0.6887355318544327,4.0,2.08358899408531
Morocco,279,0.003211927279461624,0.6281409668083995,0.6249290395289379,62.05049110049922,0.04573936297699457,0.7165126626210438,0.05552931618571547,0.0363925377951419,0.30285852299569904,10.968682310074954,1.7683944987743967,0.5823385666503943,0.3018055640561577,0.7211064193673735,7.0,2.8568831438260145
Panama,270,0.0038078390810140084,0.44236447048699734,0.43855663140598333,58.499576719576716,0.04319958234428272,0.5582971828649893,0.04678631935078375,0.03301287813428733,0.2963219519091896,5.235065074494186,1.8912842993184995,0.6143510130711992,0.29318140267423626,0.7135888500177388,3.0,2.053157084627838
Jordan,270,0.0,0.06092963327737333,0.06092963327737333,54.75520251145078,0.03808102620890784,0.1523017602380875,0.019451709302194524,0.03384086127447705,0.29485427467684044,4.542267272076677,1.6502407772209877,0.5026840862370655,0.2953262006375398,0.683889355254025,8.0,3.0154679874187953
Uganda,259,0.0023654076168401206,0.0894083193072367,0.08704291169039657,45.661043693067775,0.034940794311757624,0.19594951640045566,0.020657135462267488,0.030235010850031663,0.2843987988794754,5.1543090292593225,1.9340659047121398,0.5803332720305353,0.2858159768829633,0.678752991549085,2.0,1.6768075058383636
Syria,259,0.0044829647657045335,0.07341844578862222,0.06893548102291769,51.41304936285399,0.0393472270096387,0.20135728095610927,0.0201177816934048,0.034916061178136226,0.2981391413532341,6.751306250362319,1.602002985345127,0.4903809176926991,0.29807962055740894,0.6648315844189465,7.0,2.785314852758765
Bosnia Herzogovinia,257,0.003206646300450311,0.11919358759689846,0.11598694129644815,58.7196979918595,0.0430628829044789,0.21126450627440363,0.024195873752439798,0.03753230060126356,0.30440756752831133,4.519294794160055,1.7295934919749483,0.5304416365447833,0.30464089629867525,0.6980790847085945,3.0,1.8977431242582732
Bahamas,233,0.0,0.860208614386544,0.860208614386544,101.52326150445967,0.08216203844745729,0.999837848868489,0.1478696634755208,0.038331248823459785,0.32195910294674257,8.726981747060961,3.4807674960595327,0.8935275602645608,0.3066083463082935,0.8170732754822206,3.0,1.9242532566368216
Andorra,233,0.0,0.5078779899624168,0.5078779899624168,76.61476484300012,0.053622538810206274,0.6595787405325646,0.06031343633993956,0.04023364555489045,0.31462705794514795,6.1306603797480665,1.9517323998219935,0.633758718776772,0.31123059932066743,0.7449260525796979,5.0,2.4095675484840093
Zimbabwe,230,0.0,0.7275685379332909,0.7275685379332909,74.36362818656487,0.048251356164652086,0.8643191240903815,0.0713045696430426,0.0355896541931387,0.30291682348059357,5.615690330312145,1.8629758407769925,0.6178726393013665,0.2997871243706054,0.7697226476790342,4.0,2.104645932590974
Yugoslavia,229,0.00241159940032476,0.10471048542467476,0.10229888602435,53.31479377592294,0.03943782741334462,0.2294264237058785,0.022544339601940414,0.034252082906985504,0.29635893706119243,4.750527623698026,1.7478371711314091,0.5307874583075844,0.2963834197305347,0.6732701026793317,4.0,2.238903008646044
Cyprus,213,0.003571725497839684,0.6432103035696537,0.639638578071814,56.893540782649694,0.0422166202730369,0.7488298989309996,0.06384835045142256,0.03219880332434111,0.29320750676206625,5.572830786501262,1.6614520543893243,0.5721034636410915,0.2910508281357415,0.7100766972672009,4.0,2.11195262117584
Burma(Myanmar),198,0.0031300485401087874,0.5854809595791469,0.5823509110390381,52.39774813213486,0.04098143180063854,0.6973257840266492,0.06126124826187788,0.03059782928477084,0.2878532068449957,5.886818567417547,1.8862791015834919,0.6329242644984948,0.28679376011291824,0.7128818646368558,5.0,2.496059376491688
Sri Lanka,195,0.0038182887117544917,0.04709388376454493,0.04327559505279044,49.84463937621832,0.03611682875782852,0.14401137429918642,0.018491481977287495,0.03219134649437472,0.2901982310800509,3.9394913138641097,1.670655536857811,0.5070509344946914,0.2910312093011549,0.6716692542494715,6.0,2.7987902543315197
Angola,187,0.0,0.848391147880928,0.848391147880928,120.80468961087855,0.12162278415451509,1.0,0.2294390181227756,0.042155143226966285,0.3406377427697584,5.472311679450513,3.9660339834032707,1.0591577387729578,0.3159344557759594,0.8550294594949578,3.0,2.340463040113376
Kuwait,183,0.004007013369522694,0.07203716133393934,0.06803014796441664,53.76787870043047,0.037198872413422346,0.19752679454325994,0.020533825467839363,0.03221965150073369,0.29157095337758854,4.59836864270465,1.7513268024773727,0.5289372418241146,0.2911056693779192,0.6979551130419697,3.0,1.8245260318257828
Georgia,173,0.0025535194660596394,0.09389189940630738,0.09133837994024774,57.21111366715231,0.044111630761221085,0.22384452386506992,0.0252939375009686,0.038530707894703364,0.30523560969255015,7.4701245272666315,1.8681491406040118,0.5700767340639842,0.30709703571620184,0.6932960397235842,4.0,2.2076483544208076
Iraq,165,0.0,0.7405198527876963,0.7405198527876963,78.29601182815468,0.05134502930849518,0.8526320303661926,0.08512038613917251,0.03736847672635457,0.3044758912130278,5.9237074882844345,1.884592839485312,0.6555312480342074,0.3042354628328479,0.7770969494566947,3.0,1.8154178816088191
Guatemala,165,0.0036157397718922235,0.08589193592826216,0.08227619615636994,50.07838031319911,0.03913017324326866,0.20599597134747016,0.02185568166332765,0.034109930540309974,0.29571527582896423,3.7828155611771095,1.7441761453820877,0.5332752038773106,0.296018545918997,0.6618632563578218,4.0,2.098530767153499
Macedonia,160,0.0,0.2818199632532187,0.2818199632532187,67.53907637165703,0.04489810663645144,0.3746433815814021,0.03684432021924502,0.036689873561131514,0.30410512499546505,4.8517197235253295,1.7807489274320742,0.573102046132689,0.3025485644163082,0.7380548842685539,7.0,2.91042337397547
Tunisia,160,0.0035565617759995005,0.06863880674623402,0.06508224497023452,55.16967377594312,0.038817368537883125,0.17606647363049455,0.020030402193829643,0.03444194117054433,0.29636987337610887,3.950222240556105,1.662609288087884,0.5068391094069877,0.2968697838567398,0.7050626466617369,6.0,2.908110765530752
Cuba,152,0.003514801958864777,0.07914224981151197,0.07562744785264719,50.05585125942268,0.03646334425063325,0.18865410241059322,0.020244253524991804,0.03205284090747301,0.290123422974677,5.038737494847753,1.712446137710141,0.5221194985882831,0.2906664560512139,0.6810649351144991,6.0,2.6773779470229138
Azerbaijan,146,0.0,0.8612126323703848,0.8612126323703848,109.58411938938255,0.10494003887665225,1.0,0.21072987266732962,0.03795540933719782,0.32412773174671056,5.583513495800497,4.044462016574128,1.027590743412863,0.30569112201563625,0.8512192938603362,4.0,2.542795659279367
Antarctica,145,0.0,0.7647468972157128,0.7647468972157128,94.54676258992806,0.068699577631955,0.8558348833584696,0.11097262396858343,0.04543702089009838,0.32819346764298096,5.829557249910504,1.9053697120134618,0.6979024857273416,0.3234750988754003,0.8004755667072067,4.0,2.2845354648412406
Honduras,144,0.004522311355630193,0.0755927712230815,0.07107045986745131,65.44445352214959,0.04189876289640362,0.2008736224526384,0.022106215227834236,0.037185519999116845,0.302853738177594,3.825644768376316,1.6827160572066595,0.5149177065007388,0.30378185556521403,0.7299080010370946,7.0,2.907573444012089
Ghana,141,0.0028580874210581975,0.08633812793228401,0.08348004051122582,55.22584046572595,0.03644356007508693,0.19828591294709952,0.02139465405503213,0.03154352377271408,0.2887639232287139,8.319224466066386,1.8054837635545158,0.554460984892432,0.2893194557791298,0.7284458356531025,4.0,2.1345825768891418
Bahrain,138,0.0,0.8341598348164796,0.8341598348164796,107.67231943628892,0.0931217678355999,0.999526171466415,0.18856748552436176,0.03619604241549357,0.3187321220457757,7.654665045205679,3.9813526615951624,0.9793364444647696,0.30131322926613935,0.8503929866914316,5.0,2.5951596431627753
Qatar,136,0.005018591271206407,0.07216798531664725,0.06714939404544085,47.901087768440696,0.03729123910179326,0.1627459264982012,0.020399129938308908,0.033070969124442295,0.2908834431207114,8.607766279489608,1.7495363411543425,0.5889859577086575,0.2933325986797336,0.7098894615206368,2.0,1.4617047857413559
Cambodia,133,0.0,0.0632291959629735,0.0632291959629735,49.32027712212607,0.029332796563986168,0.13544183890178962,0.018242747178202987,0.024410365714504167,0.26953621613134476,4.788854964193338,1.9683725822969191,0.6091983229968608,0.2693423195515642,0.7489439037077877,4.0,2.2100192185883594
Mauritius,133,0.0037735804631787717,0.11675666675200391,0.11298308628882514,60.2529767112444,0.04201277734229236,0.24830897791047224,0.024593068304163013,0.036224791986589455,0.3019076503411605,4.0047389012616055,1.7487118177985663,0.5306322138027875,0.3013853297489473,0.7229966185166992,5.0,2.335161317136921
Armenia,126,0.0,0.8415584390164058,0.8415584390164058,91.70108815426998,0.06578891896237744,0.9299460603396846,0.11943478540887578,0.038618459220215506,0.3143170139844437,9.839665350303218,2.225669915116578,0.7823295003898499,0.3073117233697319,0.816779966793589,4.0,2.2140733247362703
Belarus,125,0.005107173105013185,0.41746905207177665,0.41236187896676346,67.8777974260733,0.051800395724354006,0.5449509783526164,0.06678473250623015,0.036259667856188615,0.30652474385778133,5.216698094521647,1.8772421248794595,0.6572297805895878,0.3014727637490827,0.732311934066894,5.0,2.2840942920587146
Uruguay,125,0.004010513913992542,0.08179933022128016,0.07778881630728762,54.191407563025216,0.041213283971331886,0.16597632903106707,0.023362902053198305,0.035092951826661944,0.3002019661615827,3.3643981485974512,1.7696057283238917,0.5314965048872757,0.29852929793982763,0.6785464033700744,4.0,2.2191277364349613
Ethiopia,125,0.0030144159077239996,0.13801656275408902,0.13500214684636502,56.45302127083051,0.040213556473554166,0.22513446460336595,0.02692150955310157,0.03346018830550879,0.29558721827202183,7.199077450194417,1.854359463391213,0.5705329187476499,0.2943428231571506,0.7066125302759193,4.0,2.159168920571506
Moldova,121,0.002712667541956204,0.08931112993007762,0.08659846238812141,51.21123938030984,0.04039833391226246,0.19482288305388962,0.02491044908858062,0.03445748015177019,0.29539144062138073,4.480408542635181,2.0187298827368867,0.6037651891307652,0.2969095347188226,0.7254931904683131,4.0,2.4913942160336293
Barbados,120,0.0,0.05695114144968361,0.05695114144968361,64.31379608441392,0.04347361037139099,0.15310333981738566,0.02214702438903483,0.038853533437070875,0.30673188416106345,3.614591573909549,1.650963838590902,0.5064278693462549,0.30788592004383036,0.7366200382102163,3.0,2.071647051992319
Cape Verde,119,0.0032929988078977956,0.1468090538229978,0.1435160550151,69.8589970501475,0.045212154263373085,0.2635209217317769,0.02928418272986181,0.03828835862547142,0.30537576767730706,4.280853713666635,1.9850639590631016,0.6024017661666954,0.3065031338782335,0.7824376615504939,3.0,2.1099539963480067
British Virgin Isla,118,0.00598023551442195,0.08232296909232484,0.07634273357790289,66.80702426564497,0.046531874902796845,0.24361058247044887,0.028903998150076392,0.03880091275970032,0.3083148692518334,9.659210102883272,1.8990372040400656,0.6517137364418107,0.3077575029295913,0.746365996935346,3.0,2.192535258982873
El Salvador,113,0.0042957726432909515,0.07434499668038674,0.07004922403709579,49.10745364517488,0.03744567056145756,0.16460241577467727,0.020241437661416898,0.03289154453399473,0.2926730021231965,3.732612874093641,1.7134908010759946,0.516161032811091,0.2928652467360998,0.682291554958472,7.0,2.7475274417705973
Kazakhstan,113,0.0,0.06503818674445061,0.06503818674445061,56.94245413637935,0.03920172497852865,0.14848358313117094,0.02190941590192063,0.03358179859907895,0.2951261731273995,3.9650816404620697,1.8134764394307514,0.5551158653790408,0.29465747105904977,0.7201934132801577,5.0,2.449960545770601
Anguilla,112,0.005270055827540365,0.8346880460055985,0.8294179901780582,88.23592878592878,0.0756445905210372,0.9986607833686771,0.1482919809230454,0.042211901722752854,0.3240063481584014,6.615670439456968,2.0923126391553466,0.7782055022428989,0.31595046824960304,0.7892525337151188,6.0,2.6931458044083785
Bolivia,109,0.0,0.6390637137998632,0.6390637137998632,76.8277491749175,0.04758706862508648,0.7092855401757483,0.08730807956434873,0.031405180567332325,0.29249668440003357,5.082065852493905,1.850495375151143,0.6785940999652289,0.28895199930560567,0.818698289346356,4.0,2.225636210624483
Brunei,104,0.00258963377830268,0.12620200977425122,0.12361237599594854,58.730380258899665,0.03776056712648278,0.2190953710665784,0.026794459739162845,0.030466390968066748,0.2887536283890332,5.376547100724132,2.01010698666176,0.5946218048633628,0.2864401135413699,0.7498099418352778,5.0,2.4635674378070562
